"Name","Team","POS","Salary","Years","Total Value","Avg Annual","year"
"Marcus Walden","BOS","RP","$545,000","1 (2018)","$545,000","$545,000",2011
"Jackson Stephens","CIN","RP","$545,000","1 (2018)","$545,000","$545,000",2011
"Jesse Winker","CIN","OF","$545,000","1 (2018)","$545,000","$545,000",2011
"Kevin Shackelford","CIN","RP","$545,000","1 (2018)","$545,000","$545,000",2011
"Phillip Ervin","CIN","OF","$545,000","1 (2018)","$545,000","$545,000",2011
"Rookie Davis","CIN","SP","$545,000","1 (2018)","$545,000","$545,000",2011
"Sal Romano","CIN","SP","$545,000","1 (2018)","$545,000","$545,000",2011
"Tyler Mahle","CIN","SP","$545,000","1 (2018)","$545,000","$545,000",2011
"Zack Weiss","CIN","RP","$545,000","1 (2018)","$545,000","$545,000",2011
"Rayan Gonzalez","COL","RP","$545,000","1 (2018)","$545,000","$545,000",2011
"Brad Keller","KC","RP","$545,000","1 (2018)","$545,000","$545,000",2011
"Tim Hill","KC","RP","$545,000","1 (2018)","$545,000","$545,000",2011
"Victor Reyes","DET","OF","$545,000","1 (2018)","$545,000","$545,000",2011
"Gabriel Moya","MIN","RP","$545,000","1 (2018)","$545,000","$545,000",2011
"Tyler Kinley","MIN","RP","$545,000","1 (2018)","$545,000","$545,000",2011
"Mike Trout","LAA","OF","$34,083,333","6 (2015-20)","$144,500,000","$24,083,333",2010
"Clayton Kershaw","LAD","SP","$34,000,000","7 (2014-20)","$215,000,000","$30,714,286",2010
"Zack Greinke","ARI","SP","$31,954,483","6 (2016-21)","$206,500,000","$34,416,667",2010
"Jake Arrieta","PHI","SP","$30,000,000","3 (2018-20)","$75,000,000","$25,000,000",2010
"David Price","BOS","SP","$30,000,000","7 (2016-22)","$217,000,000","$31,000,000",2010
"Miguel Cabrera","DET","1B","$30,000,000","10 (2014-23)","$292,000,000","$29,200,000",2010
"Yoenis Cespedes","NYM","OF","$29,000,000","4 (2017-20)","$110,000,000","$27,500,000",2010
"Justin Verlander","HOU","SP","$28,000,000","7 (2013-19)","$180,000,000","$25,714,286",2010
"Jon Lester","CHC","SP","$27,500,000","6 (2015-20)","$155,000,000","$25,833,333",2010
"Albert Pujols","LAA","1B","$27,000,000","10 (2012-21)","$240,000,000","$24,000,000",2010
"Felix Hernandez","SEA","SP","$26,857,143","7 (2013-19)","$175,000,000","$25,000,000",2010
"Jason Heyward","CHC","OF","$26,055,288","8 (2016-23)","$184,000,000","$23,000,000",2010
"Yu Darvish","CHC","SP","$25,000,000","6 (2018-23)","$126,000,000","$21,000,000",2010
"Joey Votto","CIN","1B","$25,000,000","10 (2014-23)","$225,000,000","$22,500,000",2010
"Giancarlo Stanton","NYY","OF","$25,000,000","13 (2015-27)","$325,000,000","$25,000,000",2010
"Robinson Cano","SEA","2B","$24,000,000","10 (2014-23)","$240,000,000","$24,000,000",2010
"Jordan Zimmermann","DET","SP","$24,000,000","5 (2016-20)","$110,000,000","$22,000,000",2010
"J.D. Martinez","BOS","OF","$23,750,000","5 (2018-22)","$110,000,000","$22,000,000",2010
"Josh Donaldson","TOR","3B","$23,000,000","1 (2018)","$23,000,000","$23,000,000",2010
"Joe Mauer","MIN","1B","$23,000,000","8 (2011-18)","$184,000,000","$23,000,000",2010
"Hanley Ramirez","BOS","1B","$22,750,000","4 (2015-18)","$88,000,000","$22,000,000",2010
"Johnny Cueto","SF","SP","$22,666,666","6 (2016-21)","$130,000,000","$21,666,667",2010
"Cole Hamels","TEX","SP","$22,500,000","6 (2013-18)","$144,000,000","$24,000,000",2010
"Adrian Gonzalez","NYM","1B","$22,357,142","7 (2012-18)","$154,000,000","$22,000,000",2010
"Buster Posey","SF","C","$22,177,778","9 (2013-21)","$167,000,000","$18,555,556",2010
"Max Scherzer","WSH","SP","$22,142,857","7 (2015-21)","$210,000,000","$30,000,000",2010
"Yadier Molina","STL","C","$22,000,000","3 (2018-20)","$62,000,000","$20,666,667",2010
"Ian Desmond","COL","1B","$22,000,000","5 (2017-21)","$70,000,000","$14,000,000",2010
"Masahiro Tanaka","NYY","SP","$22,000,000","7 (2014-20)","$155,000,000","$22,142,857",2010
"Jacoby Ellsbury","NYY","OF","$21,857,142","7 (2014-20)","$153,000,000","$21,857,143",2010
"Bryce Harper","WSH","OF","$21,625,000","1 (2018)","$21,625,000","$21,625,000",2010
"Eric Hosmer","SD","1B","$21,625,000","8 (2018-25)","$144,000,000","$18,000,000",2010
"Matt Kemp","LAD","OF","$21,500,000","8 (2012-19)","$160,000,000","$20,000,000",2010
"Freddie Freeman","ATL","1B","$21,359,375","8 (2014-21)","$135,000,000","$16,875,000",2010
"James Shields","CWS","SP","$21,250,000","4 (2015-18)","$75,000,000","$18,750,000",2010
"Chris Davis","BAL","1B","$21,169,326","7 (2016-22)","$161,000,000","$23,000,000",2010
"Rick Porcello","BOS","SP","$21,125,000","4 (2016-19)","$82,500,000","$20,625,000",2010
"Homer Bailey","CIN","SP","$21,000,000","6 (2014-19)","$105,000,000","$17,500,000",2010
"Alex Gordon","KC","OF","$21,000,000","4 (2016-19)","$72,000,000","$18,000,000",2010
"Russell Martin","TOR","C","$20,000,000","5 (2015-19)","$82,000,000","$16,400,000",2010
"Troy Tulowitzki","TOR","SS","$20,000,000","10 (2011-20)","$157,750,000","$15,775,000",2010
"Shin-Soo Choo","TEX","OF","$20,000,000","7 (2014-20)","$130,000,000","$18,571,429",2010
"Jeff Samardzija","SF","SP","$19,800,000","5 (2016-20)","$90,000,000","$18,000,000",2010
"Pablo Sandoval","SF","3B","$19,600,000","1 (2018)","$19,600,000","$19,600,000",2010
"Adam Wainwright","STL","SP","$19,500,000","5 (2014-18)","$97,500,000","$19,500,000",2010
"David Wright","NYM","3B","$19,399,744","8 (2013-20)","$138,000,000","$17,250,000",2010
"Ryan Braun","MIL","OF","$19,088,823","13 (2008-20)","$150,000,000","$11,538,462",2010
"Kyle Seager","SEA","3B","$19,000,000","7 (2015-21)","$100,000,000","$14,285,714",2010
"Hunter Pence","SF","OF","$18,700,000","5 (2014-18)","$90,000,000","$18,000,000",2010
"Edwin Encarnacion","CLE","DH","$18,666,667","3 (2017-19)","$60,000,000","$20,000,000",2010
"Carlos Santana","PHI","1B","$18,500,000","3 (2018-20)","$60,000,000","$20,000,000",2010
"Mike Leake","SEA","SP","$18,000,000","5 (2016-20)","$80,000,000","$16,000,000",2010
"Adrian Beltre","TEX","3B","$18,000,000","2 (2017-18)","$36,000,000","$18,000,000",2010
"Victor Martinez","DET","DH","$18,000,000","4 (2015-18)","$68,000,000","$17,000,000",2010
"Nolan Arenado","COL","3B","$17,750,000","2 (2017-18)","$29,500,000","$14,750,000",2010
"Justin Upton","LAA","OF","$17,700,000","5 (2018-22)","$106,000,000","$21,200,000",2010
"Daniel Murphy","WSH","2B","$17,500,000","3 (2016-18)","$37,500,000","$12,500,000",2010
"Adam Jones","BAL","OF","$17,393,152","6 (2013-18)","$85,500,000","$14,250,000",2010
"Brandon Belt","SF","1B","$17,200,000","5 (2017-21)","$72,800,000","$14,560,000",2010
"Aroldis Chapman","NYY","RP","$17,200,000","5 (2017-21)","$86,000,000","$17,200,000",2010
"Brian McCann","HOU","C","$17,000,000","5 (2014-18)","$85,000,000","$17,000,000",2010
"Rich Hill","LAD","SP","$16,666,667","3 (2017-19)","$48,000,000","$16,000,000",2010
"Dexter Fowler","STL","OF","$16,500,000","5 (2017-21)","$82,500,000","$16,500,000",2010
"Ben Zobrist","CHC","2B","$16,500,000","4 (2016-19)","$56,000,000","$14,000,000",2010
"Stephen Strasburg","WSH","SP","$16,428,571","7 (2017-23)","$175,000,000","$25,000,000",2010
"Wade Davis","COL","RP","$16,333,333","3 (2018-20)","$52,000,000","$17,333,333",2010
"Manny Machado","BAL","SS","$16,000,000","1 (2018)","$16,000,000","$16,000,000",2010
"Ian Kennedy","KC","SP","$16,000,000","5 (2016-20)","$70,000,000","$14,000,000",2010
"Dustin Pedroia","BOS","2B","$15,521,686","8 (2014-21)","$110,000,000","$13,750,000",2010
"Elvis Andrus","TEX","SS","$15,333,333","8 (2015-22)","$120,000,000","$15,000,000",2010
"Brandon Crawford","SF","SS","$15,200,000","6 (2016-21)","$75,000,000","$12,500,000",2010
"Mark Melancon","SF","RP","$15,000,000","4 (2017-20)","$62,000,000","$15,500,000",2010
"Andrew McCutchen","SF","OF","$14,750,000","1 (2018)","$14,750,000","$14,750,000",2010
"Evan Longoria","SF","3B","$14,500,000","6 (2017-22)","$100,000,000","$16,666,667",2010
"Ryan Zimmerman","WSH","1B","$14,333,333","6 (2014-19)","$100,000,000","$16,666,667",2010
"Nelson Cruz","SEA","DH","$14,250,000","4 (2015-18)","$57,000,000","$14,250,000",2010
"Matt Carpenter","STL","1B","$14,083,333","6 (2014-19)","$52,000,000","$8,666,667",2010
"Lorenzo Cain","MIL","OF","$14,000,000","5 (2018-22)","$80,000,000","$16,000,000",2010
"Alex Cobb","BAL","SP","$14,000,000","4 (2018-21)","$57,000,000","$14,250,000",2010
"Charlie Blackmon","COL","OF","$14,000,000","1 (2018)","$14,000,000","$14,000,000",2010
"Danny Duffy","KC","SP","$14,000,000","5 (2017-21)","$65,000,000","$13,000,000",2010
"Craig Kimbrel","BOS","RP","$13,900,000","1 (2018)","$13,900,000","$13,900,000",2010
"Jason Kipnis","CLE","2B","$13,666,667","6 (2014-19)","$52,500,000","$8,750,000",2010
"Martin Prado","MIA","3B","$13,500,000","3 (2017-19)","$40,000,000","$13,333,333",2010
"Ervin Santana","MIN","SP","$13,500,000","4 (2015-18)","$55,000,000","$13,750,000",2010
"Dallas Keuchel","HOU","SP","$13,200,000","1 (2018)","$13,200,000","$13,200,000",2010
"Phil Hughes","MIN","RP","$13,200,000","5 (2015-19)","$58,000,000","$11,600,000",2010
"Devin Mesoraco","CIN","C","$13,125,000","4 (2015-18)","$28,000,000","$7,000,000",2010
"Josh Reddick","HOU","OF","$13,000,000","4 (2017-20)","$52,000,000","$13,000,000",2010
"J.A. Happ","TOR","SP","$13,000,000","3 (2016-18)","$36,000,000","$12,000,000",2010
"Marco Estrada","TOR","SP","$13,000,000","1 (2018)","$13,000,000","$13,000,000",2010
"Chase Headley","SD","3B","$13,000,000","4 (2015-18)","$52,000,000","$13,000,000",2010
"Jose Abreu","CWS","1B","$13,000,000","1 (2018)","$13,000,000","$13,000,000",2010
"David Robertson","NYY","RP","$13,000,000","4 (2015-18)","$46,000,000","$11,500,000",2010
"Zack Cozart","LAA","3B","$12,666,666","3 (2018-20)","$38,000,000","$12,666,667",2010
"Tyler Chatwood","CHC","SP","$12,500,000","3 (2018-20)","$38,000,000","$12,666,667",2010
"Chris Sale","BOS","SP","$12,500,000","1 (2018)","$12,500,000","$12,500,000",2010
"Denard Span","TB","OF","$12,333,333","3 (2016-18)","$31,000,000","$10,333,333",2010
"Anthony Rendon","WSH","3B","$12,300,000","1 (2018)","$12,300,000","$12,300,000",2010
"Mark Trumbo","BAL","DH","$12,274,428","3 (2017-19)","$36,887,268","$12,295,756",2010
"George Springer","HOU","OF","$12,000,000","2 (2018-19)","$24,000,000","$12,000,000",2010
"Yulieski Gurriel","HOU","1B","$12,000,000","5 (2016-20)","$47,500,000","$9,500,000",2010
"Justin Turner","LAD","3B","$12,000,000","4 (2017-20)","$64,000,000","$16,000,000",2010
"Madison Bumgarner","SF","SP","$12,000,000","1 (2018)","$12,000,000","$12,000,000",2010
"Michael Brantley","CLE","OF","$12,000,000","1 (2018)","$12,000,000","$12,000,000",2010
"Gio Gonzalez","WSH","SP","$12,000,000","1 (2018)","$12,000,000","$12,000,000",2010
"Zach Britton","BAL","RP","$12,000,000","1 (2018)","$12,000,000","$12,000,000",2010
"Lance Lynn","MIN","SP","$12,000,000","1 (2018)","$12,000,000","$12,000,000",2010
"Brett Gardner","NYY","OF","$12,000,000","4 (2015-18)","$52,000,000","$13,000,000",2010
"Carlos Martinez","STL","SP","$11,800,000","5 (2017-21)","$51,000,000","$10,200,000",2010
"Brandon McCarthy","ATL","SP","$11,500,000","4 (2015-18)","$48,000,000","$12,000,000",2010
"Paul Goldschmidt","ARI","1B","$11,083,333","5 (2014-18)","$32,000,000","$6,400,000",2010
"Andrelton Simmons","LAA","SS","$11,000,000","7 (2014-20)","$58,000,000","$8,285,714",2010
"Ian Kinsler","LAA","2B","$11,000,000","1 (2018)","$11,000,000","$11,000,000",2010
"Kendrys Morales","TOR","DH","$11,000,000","3 (2017-19)","$33,000,000","$11,000,000",2010
"Nick Markakis","ATL","OF","$11,000,000","4 (2015-18)","$44,000,000","$11,000,000",2010
"Dee Gordon","SEA","OF","$11,000,000","5 (2016-20)","$50,000,000","$10,000,000",2010
"Starlin Castro","MIA","2B","$11,000,000","7 (2013-19)","$60,000,000","$8,571,429",2010
"Jay Bruce","NYM","OF","$11,000,000","3 (2018-20)","$39,000,000","$13,000,000",2010
"Kris Bryant","CHC","3B","$10,850,000","1 (2018)","$10,850,000","$10,850,000",2010
"Kenley Jansen","LAD","RP","$10,800,000","5 (2017-21)","$80,000,000","$16,000,000",2010
"Corey Kluber","CLE","SP","$10,700,000","5 (2015-19)","$38,500,000","$7,700,000",2010
"Cody Allen","CLE","RP","$10,575,000","1 (2018)","$10,575,000","$10,575,000",2010
"Khris Davis","OAK","OF","$10,500,000","1 (2018)","$10,500,000","$10,500,000",2010
"Brandon Morrow","CHC","RP","$10,500,000","2 (2018-19)","$21,000,000","$10,500,000",2010
"Matt Wieters","WSH","C","$10,500,000","1 (2018)","$10,500,000","$10,500,000",2010
"Francisco Cervelli","PIT","C","$10,500,000","3 (2017-19)","$31,000,000","$10,333,333",2010
"Josh Harrison","PIT","2B","$10,500,000","4 (2015-18)","$27,300,000","$6,825,000",2010
"Mookie Betts","BOS","OF","$10,500,000","1 (2018)","$10,500,000","$10,500,000",2010
"Jaime Garcia","TOR","SP","$10,000,000","1 (2018)","$10,000,000","$10,000,000",2010
"Wei-Yin Chen","MIA","SP","$10,000,000","5 (2016-20)","$80,000,000","$16,000,000",2010
"Gerardo Parra","COL","OF","$10,000,000","3 (2016-18)","$27,500,000","$9,166,667",2010
"Jason Hammel","KC","SP","$10,000,000","2 (2017-18)","$16,000,000","$8,000,000",2010
"CC Sabathia","NYY","SP","$10,000,000","1 (2018)","$10,000,000","$10,000,000",2010
"Jean Segura","SEA","SS","$9,800,000","5 (2018-22)","$70,000,000","$14,000,000",2010
"Joakim Soria","CWS","RP","$9,333,333","3 (2016-18)","$25,000,000","$8,333,333",2010
"Matt Moore","TEX","SP","$9,250,000","1 (2018)","$9,250,000","$9,250,000",2010
"AJ Ramos","NYM","RP","$9,225,000","1 (2018)","$9,225,000","$9,225,000",2010
"Yasiel Puig","LAD","OF","$9,214,285","7 (2012-18)","$42,000,000","$6,000,000",2010
"Ivan Nova","PIT","SP","$9,166,667","3 (2017-19)","$26,000,000","$8,666,667",2010
"Jedd Gyorko","STL","3B","$9,166,666","6 (2014-19)","$35,510,900","$5,918,483",2010
"Jose Altuve","HOU","2B","$9,000,000","7 (2018-24)","$163,500,000","$23,357,143",2010
"Marcell Ozuna","STL","OF","$9,000,000","1 (2018)","$9,000,000","$9,000,000",2010
"Logan Forsythe","LAD","2B","$9,000,000","1 (2018)","$9,000,000","$9,000,000",2010
"Andrew Miller","CLE","RP","$9,000,000","4 (2015-18)","$36,000,000","$9,000,000",2010
"Brad Ziegler","MIA","RP","$9,000,000","2 (2017-18)","$16,000,000","$8,000,000",2010
"Tommy Hunter","PHI","RP","$9,000,000","2 (2018-19)","$18,000,000","$9,000,000",2010
"Brian Dozier","MIN","2B","$9,000,000","4 (2015-18)","$20,000,000","$5,000,000",2010
"Darren O'Day","BAL","RP","$8,854,712","4 (2016-19)","$31,000,000","$7,750,000",2010
"Jose Quintana","CHC","SP","$8,850,000","5 (2014-18)","$21,000,000","$4,200,000",2010
"Kole Calhoun","LAA","OF","$8,833,333","3 (2017-19)","$26,000,000","$8,666,667",2010
"Jhoulys Chacin","MIL","SP","$8,750,000","2 (2018-19)","$15,500,000","$7,750,000",2010
"Carlos Carrasco","CLE","SP","$8,750,000","4 (2015-18)","$22,000,000","$5,500,000",2010
"Salvador Perez","KC","C","$8,700,000","6 (2016-21)","$54,500,000","$9,083,333",2010
"Jonathan Schoop","BAL","2B","$8,500,000","1 (2018)","$8,500,000","$8,500,000",2010
"Wilson Ramos","TB","C","$8,500,000","2 (2017-18)","$12,500,000","$6,250,000",2010
"Drew Pomeranz","BOS","SP","$8,500,000","1 (2018)","$8,500,000","$8,500,000",2010
"DJ LeMahieu","COL","2B","$8,500,000","1 (2018)","$8,500,000","$8,500,000",2010
"Mike Minor","TEX","SP","$8,333,333","3 (2018-20)","$28,000,000","$9,333,333",2010
"Luis Valbuena","LAA","1B","$8,250,000","2 (2017-18)","$15,000,000","$7,500,000",2010
"Asdrubal Cabrera","NYM","2B","$8,250,000","1 (2018)","$8,250,000","$8,250,000",2010
"Addison Reed","MIN","RP","$8,250,000","2 (2018-19)","$16,750,000","$8,375,000",2010
"Didi Gregorius","NYY","SS","$8,250,000","1 (2018)","$8,250,000","$8,250,000",2010
"Julio Teheran","ATL","SP","$8,166,666","6 (2014-19)","$32,400,000","$5,400,000",2010
"Starling Marte","PIT","OF","$8,166,666","6 (2014-19)","$31,000,000","$5,166,667",2010
"Bryan Shaw","COL","RP","$8,166,666","3 (2018-20)","$27,000,000","$9,000,000",2010
"Pat Neshek","PHI","RP","$8,125,000","2 (2018-19)","$16,250,000","$8,125,000",2010
"Todd Frazier","NYM","3B","$8,000,000","2 (2018-19)","$17,000,000","$8,500,000",2010
"Jason Castro","MIN","C","$8,000,000","3 (2017-19)","$24,500,000","$8,166,667",2010
"Kelvin Herrera","KC","RP","$7,937,500","1 (2018)","$7,937,500","$7,937,500",2010
"Jeurys Familia","NYM","RP","$7,925,000","1 (2018)","$7,925,000","$7,925,000",2010
"Yasmani Grandal","LAD","C","$7,900,000","1 (2018)","$7,900,000","$7,900,000",2010
"Hyun-Jin Ryu","LAD","SP","$7,833,333","6 (2013-18)","$36,000,000","$6,000,000",2010
"Brett Cecil","STL","RP","$7,750,000","4 (2017-20)","$30,500,000","$7,625,000",2010
"A.J. Pollock","ARI","OF","$7,750,000","1 (2018)","$7,750,000","$7,750,000",2010
"Juan Nicasio","SEA","RP","$7,750,000","2 (2018-19)","$17,000,000","$8,500,000",2010
"Ryan Madson","WSH","RP","$7,666,667","3 (2016-18)","$22,000,000","$7,333,333",2010
"Jake McGee","COL","RP","$7,666,666","3 (2018-20)","$27,000,000","$9,000,000",2010
"Miles Mikolas","STL","SP","$7,500,000","2 (2018-19)","$15,500,000","$7,750,000",2010
"Patrick Corbin","ARI","SP","$7,500,000","1 (2018)","$7,500,000","$7,500,000",2010
"Yonder Alonso","CLE","1B","$7,500,000","2 (2018-19)","$16,000,000","$8,000,000",2010
"Welington Castillo","CWS","C","$7,500,000","2 (2018-19)","$15,000,000","$7,500,000",2010
"Jacob deGrom","NYM","SP","$7,400,000","1 (2018)","$7,400,000","$7,400,000",2010
"Mike Dunn","COL","RP","$7,333,333","3 (2017-19)","$19,000,000","$6,333,333",2010
"Garrett Richards","LAA","SP","$7,300,000","1 (2018)","$7,300,000","$7,300,000",2010
"Anthony Rizzo","CHC","1B","$7,285,714","7 (2013-19)","$41,000,000","$5,857,143",2010
"Xander Bogaerts","BOS","SS","$7,050,000","1 (2018)","$7,050,000","$7,050,000",2010
"Charlie Morton","HOU","SP","$7,000,000","2 (2017-18)","$14,000,000","$7,000,000",2010
"Joe Smith","HOU","RP","$7,000,000","2 (2018-19)","$15,000,000","$7,500,000",2010
"Christian Yelich","MIL","OF","$7,000,000","7 (2015-21)","$49,570,000","$7,081,429",2010
"Junichi Tazawa","MIA","RP","$7,000,000","2 (2017-18)","$12,120,000","$6,060,000",2010
"Jason Vargas","NYM","SP","$7,000,000","2 (2018-19)","$16,000,000","$8,000,000",2010
"Jerry Blevins","NYM","RP","$7,000,000","1 (2018)","$7,000,000","$7,000,000",2010
"Adam Ottavino","COL","RP","$7,000,000","3 (2016-18)","$10,400,000","$3,466,667",2010
"Freddy Galvis","SD","SS","$6,825,000","1 (2018)","$6,825,000","$6,825,000",2010
"Gerrit Cole","HOU","SP","$6,750,000","1 (2018)","$6,750,000","$6,750,000",2010
"Jordy Mercer","PIT","SS","$6,750,000","1 (2018)","$6,750,000","$6,750,000",2010
"Evan Gattis","HOU","C","$6,700,000","1 (2018)","$6,700,000","$6,700,000",2010
"Avisail Garcia","CWS","OF","$6,700,000","1 (2018)","$6,700,000","$6,700,000",2010
"Trevor Bauer","CLE","SP","$6,525,000","1 (2018)","$6,525,000","$6,525,000",2010
"Jonathan Lucroy","OAK","C","$6,500,000","1 (2018)","$6,500,000","$6,500,000",2010
"Marcus Stroman","TOR","SP","$6,500,000","1 (2018)","$6,500,000","$6,500,000",2010
"Steve Cishek","CHC","RP","$6,500,000","2 (2018-19)","$13,000,000","$6,500,000",2010
"Juan Lagares","NYM","OF","$6,500,000","5 (2015-19)","$23,553,696","$4,710,739",2010
"Mitch Moreland","BOS","1B","$6,500,000","2 (2018-19)","$13,000,000","$6,500,000",2010
"Mike Moustakas","KC","3B","$6,500,000","1 (2018)","$6,500,000","$6,500,000",2010
"Logan Morrison","MIN","1B","$6,500,000","1 (2018)","$6,500,000","$6,500,000",2010
"Sonny Gray","NYY","SP","$6,500,000","1 (2018)","$6,500,000","$6,500,000",2010
"Tanner Roark","WSH","SP","$6,475,000","1 (2018)","$6,475,000","$6,475,000",2010
"Chris Archer","TB","SP","$6,458,333","6 (2014-19)","$25,500,000","$4,250,000",2010
"Andrew Cashner","BAL","SP","$6,346,755","2 (2018-19)","$16,000,000","$8,000,000",2010
"Adam Eaton","WSH","OF","$6,300,000","5 (2015-19)","$23,500,000","$4,700,000",2010
"Jake Odorizzi","MIN","SP","$6,300,000","1 (2018)","$6,300,000","$6,300,000",2010
"Jose Iglesias","DET","SS","$6,275,000","1 (2018)","$6,275,000","$6,275,000",2010
